"SAM","PEAKAREASPC1_common","PEAKAREASPC2_common","PEAKAREASPC3_common","PEAKAREASPC4_common","PEAKAREASPC5_common","PEAKAREASPC6_common","PEAKAREASPC7_common","PEAKAREASPC8_common","PEAKAREASPC9_common","PEAKAREASPC10_common","PeakAreas200PC1_common","PeakAreas200PC2_common","PeakAreas200PC3_common","PeakAreas200PC4_common","PeakAreas200PC5_common","PeakAreas200PC6_common","PeakAreas200PC7_common","PeakAreas200PC8_common","PeakAreas200PC9_common","PeakAreas200PC10_common","RelativeRatiosPC1_common","RelativeRatiosPC2_common","RelativeRatiosPC3_common","RelativeRatiosPC4_common","RelativeRatiosPC5_common","RelativeRatiosPC6_common","RelativeRatiosPC7_common","RelativeRatiosPC8_common","RelativeRatiosPC9_common","RelativeRatiosPC10_common","RelativeRatios200PC1_common","RelativeRatios200PC2_common","RelativeRatios200PC3_common","RelativeRatios200PC4_common","RelativeRatios200PC5_common","RelativeRatios200PC6_common","RelativeRatios200PC7_common","RelativeRatios200PC8_common","RelativeRatios200PC9_common","RelativeRatios200PC10_common"
"SAM235",4.6220489,-0.890294704,-1.136841103,0.530859986,-0.009482556,-0.336235048,0.465146853,-0.381793243,-0.970027736,-0.058271431,-4.090986277,-0.318519091,0.167754778,-0.11198729,0.180601141,-0.225812633,-0.516592875,-0.698018271,0.234219668,0.735996544,4.6220489,-0.890294704,-1.136841103,0.530859986,-0.009482556,-0.336235048,0.465146853,-0.381793243,-0.970027736,-0.058271431,-4.090986277,-0.318519091,0.167754778,-0.11198729,0.180601141,-0.225812633,-0.516592875,-0.698018271,0.234219668,0.735996544
"SAM236",1.298211639,2.868606324,3.479374078,0.125272076,-1.754602766,1.474167704,2.624763827,-2.844601344,-1.05097523,0.138961663,-0.424757212,-2.251147372,-0.686850442,0.314372187,-0.2351783,-0.704806589,0.551640985,-0.525517712,0.753274328,0.165764359,1.298211639,2.868606324,3.479374078,0.125272076,-1.754602766,1.474167704,2.624763827,-2.844601344,-1.05097523,0.138961663,-0.424757212,-2.251147372,-0.686850442,0.314372187,-0.2351783,-0.704806589,0.551640985,-0.525517712,0.753274328,0.165764359
"SAM237",5.04559983,-0.728641194,0.011196858,0.487976058,-0.303679049,-0.417668251,0.689624466,0.067375712,-0.365786522,0.471403566,-4.622441359,-0.013642328,0.134757635,-0.369244202,0.61434533,-0.104171719,-0.454950772,0.109586049,0.67325344,-0.219642343,5.04559983,-0.728641194,0.011196858,0.487976058,-0.303679049,-0.417668251,0.689624466,0.067375712,-0.365786522,0.471403566,-4.622441359,-0.013642328,0.134757635,-0.369244202,0.61434533,-0.104171719,-0.454950772,0.109586049,0.67325344,-0.219642343
"SAM238",4.529483285,-0.624355806,-0.149607287,0.097515245,0.060777244,-0.216021595,0.61216748,0.537855555,-0.679535091,0.269620142,-3.889539101,0.312887492,0.518760775,-0.346854575,-0.468213047,0.310238657,0.187110655,-0.030499836,-0.278963574,-0.050258745,4.529483285,-0.624355806,-0.149607287,0.097515245,0.060777244,-0.216021595,0.61216748,0.537855555,-0.679535091,0.269620142,-3.889539101,0.312887492,0.518760775,-0.346854575,-0.468213047,0.310238657,0.187110655,-0.030499836,-0.278963574,-0.050258745
"SAM239",5.144937819,-1.085733683,-0.525835047,1.117963508,0.03361916,-0.415244786,0.786514423,-0.199919324,-0.429019466,0.20648141,-4.592651519,0.155999147,0.662767145,-0.210976706,-0.160578567,0.206391511,-0.48243216,0.264735235,0.283071836,0.538218317,5.144937819,-1.085733683,-0.525835047,1.117963508,0.03361916,-0.415244786,0.786514423,-0.199919324,-0.429019466,0.20648141,-4.592651519,0.155999147,0.662767145,-0.210976706,-0.160578567,0.206391511,-0.48243216,0.264735235,0.283071836,0.538218317
"SAM240",0.372633905,8.371251433,5.434202037,-4.265878672,-5.757093171,-0.056877358,-3.362299907,2.522559408,-0.833143658,-1.710336517,0.886856228,-3.057933881,-0.25637899,1.533795767,0.49678512,-0.503439385,-0.316031016,-0.982089385,0.687987421,-1.017424308,0.372633905,8.371251433,5.434202037,-4.265878672,-5.757093171,-0.056877358,-3.362299907,2.522559408,-0.833143658,-1.710336517,0.886856228,-3.057933881,-0.25637899,1.533795767,0.49678512,-0.503439385,-0.316031016,-0.982089385,0.687987421,-1.017424308
"SAM241",5.299768134,-1.722181393,-1.202064138,0.627767733,-0.895128572,-0.935039228,1.277082888,0.412282563,-1.193616279,0.330176631,-4.938744789,0.190169445,0.550066302,0.611400995,-0.514781512,0.661288577,-0.671044086,0.451562849,-0.209604761,0.592953777,5.299768134,-1.722181393,-1.202064138,0.627767733,-0.895128572,-0.935039228,1.277082888,0.412282563,-1.193616279,0.330176631,-4.938744789,0.190169445,0.550066302,0.611400995,-0.514781512,0.661288577,-0.671044086,0.451562849,-0.209604761,0.592953777
"SAM242",2.03934569,0.949457308,-0.142079235,-0.462932337,-0.300493003,-0.079142274,-0.122755502,0.642859641,-0.791470386,-0.116049221,-1.249284643,-1.244026089,-0.702047696,-0.50106929,-0.258392031,0.771403062,-1.557429319,0.18297999,1.752616259,-0.741841062,2.03934569,0.949457308,-0.142079235,-0.462932337,-0.300493003,-0.079142274,-0.122755502,0.642859641,-0.791470386,-0.116049221,-1.249284643,-1.244026089,-0.702047696,-0.50106929,-0.258392031,0.771403062,-1.557429319,0.18297999,1.752616259,-0.741841062
"SAM243",5.533356167,-2.158754527,0.022390294,0.372722669,-0.679672436,-1.0218026,1.033501837,0.600491516,-1.55474592,0.88841108,-5.160936708,-0.013904175,0.540234293,-0.213487886,-0.396378262,0.572505062,-0.786684775,0.440445712,-0.68015108,0.007879627,5.533356167,-2.158754527,0.022390294,0.372722669,-0.679672436,-1.0218026,1.033501837,0.600491516,-1.55474592,0.88841108,-5.160936708,-0.013904175,0.540234293,-0.213487886,-0.396378262,0.572505062,-0.786684775,0.440445712,-0.68015108,0.007879627
"SAM244",5.116872678,-1.069384431,-1.034956109,0.417198193,0.057739265,-0.49909928,1.196558572,-0.227466486,-0.749993455,-0.068926489,-4.570122877,0.080766871,0.466428655,0.127752183,-0.209464209,0.778977553,-0.515527039,0.464609671,-0.184728175,0.885637037,5.116872678,-1.069384431,-1.034956109,0.417198193,0.057739265,-0.49909928,1.196558572,-0.227466486,-0.749993455,-0.068926489,-4.570122877,0.080766871,0.466428655,0.127752183,-0.209464209,0.778977553,-0.515527039,0.464609671,-0.184728175,0.885637037
"SAM246",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SAM247",3.383943736,0.180442446,0.372929734,-0.544983762,-0.891512286,-0.324988732,0.185137486,0.372338713,-1.270352808,-0.174140566,-2.738797272,-0.190403503,-0.200229986,0.534001558,0.19629115,0.145808265,-0.08630931,-0.954144969,-0.294428472,0.14478576,3.383943736,0.180442446,0.372929734,-0.544983762,-0.891512286,-0.324988732,0.185137486,0.372338713,-1.270352808,-0.174140566,-2.738797272,-0.190403503,-0.200229986,0.534001558,0.19629115,0.145808265,-0.08630931,-0.954144969,-0.294428472,0.14478576
"SAM248",5.143193039,-0.732814892,-0.711197202,0.78064239,-0.198699181,-0.453443299,0.87698115,0.525721541,-0.593732184,0.759402704,-4.376565966,-0.584028845,0.556410632,-0.229037078,-0.255066261,0.870196148,-1.214829435,0.207188771,-0.764885738,-0.268230694,5.143193039,-0.732814892,-0.711197202,0.78064239,-0.198699181,-0.453443299,0.87698115,0.525721541,-0.593732184,0.759402704,-4.376565966,-0.584028845,0.556410632,-0.229037078,-0.255066261,0.870196148,-1.214829435,0.207188771,-0.764885738,-0.268230694
"SAM249",3.708941682,-0.310059,-0.346203126,0.456118155,-0.06688099,-1.022830122,0.209712899,-0.417083199,-0.580804491,0.984270595,-3.390812836,-0.652686512,-0.265693205,0.675871624,-0.194574131,0.890671167,-0.181572799,1.063197221,0.09525236,-0.263574531,3.708941682,-0.310059,-0.346203126,0.456118155,-0.06688099,-1.022830122,0.209712899,-0.417083199,-0.580804491,0.984270595,-3.390812836,-0.652686512,-0.265693205,0.675871624,-0.194574131,0.890671167,-0.181572799,1.063197221,0.09525236,-0.263574531
"SAM250",3.359672595,0.782090859,-0.323665251,1.122404037,0.573556284,0.498117806,-0.731073249,-0.579396021,-0.657100639,0.370388502,-2.164486944,-1.25954699,1.254296001,0.401547374,1.083638737,-1.341202582,0.224456729,-0.188473562,0.742071495,0.192461229,3.359672595,0.782090859,-0.323665251,1.122404037,0.573556284,0.498117806,-0.731073249,-0.579396021,-0.657100639,0.370388502,-2.164486944,-1.25954699,1.254296001,0.401547374,1.083638737,-1.341202582,0.224456729,-0.188473562,0.742071495,0.192461229
"SAM251",3.297628681,-0.320511399,0.071704993,0.371156736,-0.971383031,-0.951699192,0.234943302,0.734577614,-0.405952456,-0.113090647,-2.647810295,-0.527535372,-0.194795259,0.700102969,-1.138270719,0.962879039,0.410393329,0.864747781,0.414023253,-0.001862284,3.297628681,-0.320511399,0.071704993,0.371156736,-0.971383031,-0.951699192,0.234943302,0.734577614,-0.405952456,-0.113090647,-2.647810295,-0.527535372,-0.194795259,0.700102969,-1.138270719,0.962879039,0.410393329,0.864747781,0.414023253,-0.001862284
"SAM252",-0.321941409,4.470307831,3.031495422,0.844455113,-1.441837976,-1.891721156,0.243797058,1.279895314,1.146795913,-0.289867442,2.762489942,-2.418649507,-2.259215391,-0.309052723,-4.010981371,0.468900478,-1.224526076,-1.330436259,-0.592294491,0.481834765,-0.321941409,4.470307831,3.031495422,0.844455113,-1.441837976,-1.891721156,0.243797058,1.279895314,1.146795913,-0.289867442,2.762489942,-2.418649507,-2.259215391,-0.309052723,-4.010981371,0.468900478,-1.224526076,-1.330436259,-0.592294491,0.481834765
"SAM253",3.59581868,0.424782726,-0.759061938,1.346072321,0.325370072,0.058733207,0.597972786,0.440874155,-0.618102009,0.326177254,-2.429019522,-1.117194175,1.142820113,0.012622862,-0.231168813,0.447514601,-1.47372127,0.196031241,-0.405790752,0.312706789,3.59581868,0.424782726,-0.759061938,1.346072321,0.325370072,0.058733207,0.597972786,0.440874155,-0.618102009,0.326177254,-2.429019522,-1.117194175,1.142820113,0.012622862,-0.231168813,0.447514601,-1.47372127,0.196031241,-0.405790752,0.312706789
"SAM254",5.571016021,-0.970662016,-1.079811556,0.467559189,0.416345659,-0.171044286,0.633163186,-0.733944018,-0.445763688,0.152053937,-5.165451072,-0.162945273,0.590190001,-0.394772949,0.18515718,0.264098418,-0.669378883,0.226843203,0.357701762,0.284201373,5.571016021,-0.970662016,-1.079811556,0.467559189,0.416345659,-0.171044286,0.633163186,-0.733944018,-0.445763688,0.152053937,-5.165451072,-0.162945273,0.590190001,-0.394772949,0.18515718,0.264098418,-0.669378883,0.226843203,0.357701762,0.284201373
"SAM256",4.836005355,-0.473190918,-0.874192363,0.208720543,0.046885836,-0.9120519,0.923321921,0.056828004,-0.585864769,-0.006469727,-4.155063541,0.089115982,0.20746336,0.328641324,-0.071341144,1.053763128,-0.039131715,0.345751262,-0.084968213,0.336333897,4.836005355,-0.473190918,-0.874192363,0.208720543,0.046885836,-0.9120519,0.923321921,0.056828004,-0.585864769,-0.006469727,-4.155063541,0.089115982,0.20746336,0.328641324,-0.071341144,1.053763128,-0.039131715,0.345751262,-0.084968213,0.336333897
